,State,County,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,TotalPopEst2018,TotalPopEst2019,AveragePop2015to2019
2252,OR,Coos,62643,63319,63708,64272,64487,63685.8
2253,OR,Crook,21455,22306,23065,23825,24404,23011.0
2254,OR,Curry,22293,22607,22630,22795,22925,22650.0
2255,OR,Deschutes,174246,180666,186744,191905,197692,186250.6
2256,OR,Douglas,107164,108116,109197,110114,110980,109114.2
2257,OR,Gilliam,1868,1857,1862,1893,1912,1878.4
2258,OR,Grant,7207,7166,7188,7185,7199,7189.0
2259,OR,Harney,7150,7243,7258,7292,7393,7267.2
2260,OR,Hood River,22927,23070,23398,23267,23382,23208.8
2261,OR,Jackson,211403,214366,216746,219411,220944,216574.0
2262,OR,Jefferson,22541,23036,23652,24150,24658,23607.4
2263,OR,Josephine,84528,85504,86584,87150,87487,86250.6
2264,OR,Klamath,65670,66198,66810,67687,68238,66920.6
2265,OR,Lake,7779,7830,7874,7835,7869,7837.4
2266,OR,Lane,361946,368874,375264,378549,382067,373340.0
2267,OR,Lincoln,46999,47793,48757,49224,49962,48547.0
2268,OR,Linn,120236,122769,125035,127451,129749,125048.0
2269,OR,Malheur,30211,30340,30385,30553,30571,30412.0
2270,OR,Marion,329060,335382,340531,345412,347818,339640.6
2271,OR,Morrow,11130,11222,11198,11360,11603,11302.6
2272,OR,Multnomah,790008,803212,807885,809072,812855,804606.4
2273,OR,Polk,78962,81436,83711,84992,86085,83037.2
2274,OR,Sherman,1689,1708,1735,1700,1780,1722.4
2275,OR,Tillamook,25561,26116,26522,26710,27036,26389.0
2276,OR,Umatilla,76467,76686,77120,77421,77950,77128.8
2277,OR,Union,25703,26061,26383,26701,26835,26336.6
2278,OR,Wallowa,6813,6915,7025,7058,7208,7003.8
2279,OR,Wasco,25457,25782,26296,26432,26682,26129.8
2280,OR,Washington,572664,584910,591336,596904,601592,589481.2
2281,OR,Wheeler,1326,1319,1348,1351,1332,1335.2
2282,OR,Yamhill,101381,104070,105238,106367,107100,104831.2
2283,PA,Pennsylvania,12784826,12782275,12787641,12800922,12801989,12791530.6
2284,PA,Adams,101808,101911,102562,103062,103009,102470.4
2285,PA,Allegheny,1228827,1226426,1220141,1217281,1216045,1221744.0
2286,PA,Armstrong,66860,66397,65991,65352,64735,65867.0
2287,PA,Beaver,168241,166758,165654,164582,163929,165832.8
2288,PA,Bedford,48748,48601,48356,48094,47888,48337.4
2289,PA,Berks,415138,415784,417511,420529,421164,418025.2
2290,PA,Blair,124596,123708,123147,122503,121829,123156.6
2291,PA,Bradford,61644,61092,60963,60794,60323,60963.2
2292,PA,Bucks,625276,625861,626811,627812,628270,626806.0
2293,PA,Butler,185936,186240,186828,187638,187853,186899.0
2294,PA,Cambria,136028,134414,132960,131449,130192,133008.6
2295,PA,Cameron,4776,4710,4619,4501,4447,4610.6
2296,PA,Carbon,63753,63499,63828,64175,64182,63887.4
2297,PA,Centre,160466,162034,162316,162601,162385,161960.4
2298,PA,Chester,515055,516767,518901,522086,524989,519559.6
2299,PA,Clarion,38876,38590,38998,38672,38438,38714.8
2300,PA,Clearfield,80718,80196,79799,79572,79255,79908.0
2301,PA,Clinton,39400,39017,38830,38696,38632,38915.0
2302,PA,Columbia,66681,66133,65581,65215,64964,65714.8
2303,PA,Crawford,86510,86306,85772,85110,84629,85665.4
2304,PA,Cumberland,245744,247369,249024,251131,253370,249327.6
2305,PA,Dauphin,273085,274196,275714,276864,278299,275631.6
2306,PA,Delaware,563225,563708,563858,565231,566747,564553.8
2307,PA,Elk,30897,30512,30271,30110,29910,30340.0
2308,PA,Erie,278174,276170,273558,271544,269728,273834.8
2309,PA,Fayette,133252,132350,131309,130323,129274,131301.6
2310,PA,Forest,7381,7334,7317,7284,7247,7312.6
2311,PA,Franklin,153048,153705,154376,154579,155027,154147.0
2312,PA,Fulton,14509,14497,14469,14525,14530,14506.0
2313,PA,Greene,37402,37209,36846,36661,36233,36870.2
2314,PA,Huntingdon,45499,45380,45429,45395,45144,45369.4
2315,PA,Indiana,86747,85155,84743,84441,84073,85031.8
2316,PA,Jefferson,44344,44031,43818,43614,43425,43846.4
2317,PA,Juniata,24445,24559,24635,24718,24763,24624.0
2318,PA,Lackawanna,211863,211004,210451,210269,209674,210652.2
2319,PA,Lancaster,535811,538160,541332,543969,545724,540999.2
2320,PA,Lawrence,88122,87325,86546,86128,85512,86726.6
2321,PA,Lebanon,137479,138480,139553,141339,141793,139728.8
2322,PA,Lehigh,359710,362298,365577,368359,369318,365052.4
2323,PA,Luzerne,318059,317172,317808,317859,317417,317663.0
2324,PA,Lycoming,115598,114876,114012,113866,113299,114330.2
2325,PA,McKean,42400,41670,41362,40950,40625,41401.4
2326,PA,Mercer,113624,112598,111473,110471,109424,111518.0
2327,PA,Mifflin,46427,46316,46290,46211,46138,46276.4
2328,PA,Monroe,166481,166220,167895,169294,170271,168032.2
2329,PA,Montgomery,817180,819791,824303,826924,830915,823822.6
2330,PA,Montour,18299,18257,18270,18240,18230,18259.2
2331,PA,Northampton,300090,301307,302801,304564,305285,302809.4
2332,PA,Northumberland,92878,92283,91721,91080,90843,91761.0
2333,PA,Perry,45849,45945,46046,46154,46272,46053.2
2334,PA,Philadelphia,1571065,1576051,1580601,1583592,1584064,1579074.6
2335,PA,Pike,55322,54955,55397,55780,55809,55452.6
2336,PA,Potter,17086,16954,16841,16623,16526,16806.0
2337,PA,Schuylkill,144117,143497,142580,141815,141359,142673.6
2338,PA,Snyder,40509,40423,40594,40518,40372,40483.2
2339,PA,Somerset,75383,74860,74242,73872,73447,74360.8
2340,PA,Sullivan,6267,6126,6142,6076,6066,6135.4
2341,PA,Susquehanna,41775,41252,40934,40560,40328,40969.8
2342,PA,Tioga,41519,41250,40671,40690,40591,40944.2
2343,PA,Union,45519,45454,44642,45017,44923,45111.0
2344,PA,Venango,52954,52477,51790,51201,50668,51818.0
2345,PA,Warren,40334,40026,39679,39551,39191,39756.2
2346,PA,Washington,207718,207386,207075,207018,206865,207212.4
2347,PA,Wayne,51823,51339,51192,51395,51361,51422.0
2348,PA,Westmoreland,356923,354665,352006,350459,348899,352590.4
2349,PA,Wyoming,27812,27546,27396,27087,26794,27327.0
2350,PA,York,441741,443693,445484,447847,449058,445564.6
2351,RI,Rhode Island,1056065,1056770,1055673,1058287,1059361,1057231.2
2352,RI,Bristol,49127,48844,48734,48637,48479,48764.2
2353,RI,Kent,163747,163711,163543,164053,164292,163869.2
2354,RI,Newport,83259,83164,82952,82547,82082,82800.8
2355,RI,Providence,633747,634922,634130,636953,638931,635736.6
2356,RI,Washington,126185,126129,126314,126097,125577,126060.4
2357,SC,South Carolina,4891938,4957968,5021268,5084156,5148714,5020808.8
2358,SC,Abbeville,24796,24657,24567,24587,24527,24626.8
2359,SC,Aiken,165688,167172,168325,169449,170872,168301.2
2360,SC,Allendale,9430,9067,9012,8924,8688,9024.2
2361,SC,Anderson,193700,195582,198186,200292,202558,198063.6
2362,SC,Bamberg,14682,14478,14384,14272,14066,14376.4
2363,SC,Barnwell,21781,21606,21355,21121,20866,21345.8
2364,SC,Beaufort,179796,183184,186497,188876,192122,186095.0
2365,SC,Berkeley,203066,208525,214541,221182,227907,215044.2
2366,SC,Calhoun,14759,14744,14696,14563,14553,14663.0
2367,SC,Charleston,389310,396880,402008,406222,411406,401165.2
2368,SC,Cherokee,56512,56683,56913,57069,57300,56895.4
2369,SC,Chester,32410,32297,32299,32304,32244,32310.8
2370,SC,Chesterfield,46135,46120,45979,45881,45650,45953.0
2371,SC,Clarendon,34029,34259,34012,33742,33745,33957.4
2372,SC,Colleton,37439,37579,37555,37676,37677,37585.2
2373,SC,Darlington,67520,67259,66981,66759,66618,67027.4
2374,SC,Dillon,31141,30719,30496,30612,30479,30689.4
2375,SC,Dorchester,152809,156173,158988,160718,162809,158299.4
2376,SC,Edgefield,26782,26626,26837,27132,27260,26927.4
2377,SC,Fairfield,22874,22633,22593,22376,22347,22564.6
2378,SC,Florence,138715,138595,138495,138277,138293,138475.0
2379,SC,Georgetown,61456,61565,61826,62232,62680,61951.8
2380,SC,Greenville,490900,499122,506831,514621,523542,507003.2
2381,SC,Greenwood,69962,70188,70496,70597,70811,70410.8
2382,SC,Hampton,19963,19789,19498,19348,19222,19564.0
2383,SC,Horry,308987,321033,332655,344105,354081,332172.2
2384,SC,Jasper,27460,28085,28522,29147,30073,28657.4
2385,SC,Kershaw,63661,64333,65213,65802,66551,65112.0
2386,SC,Lancaster,86261,89823,92411,95035,98012,92308.4
2387,SC,Laurens,66421,66603,66822,66890,67493,66845.8
2388,SC,Lee,17809,17506,17388,17294,16828,17365.0
2389,SC,Lexington,281675,286277,290338,294350,298750,290278.0
2390,SC,McCormick,9656,9572,9554,9408,9463,9530.6
2391,SC,Marion,31770,31760,31295,31056,30657,31307.6
2392,SC,Marlboro,27585,26979,26691,26392,26118,26753.0
2393,SC,Newberry,37772,37934,38381,38443,38440,38194.0
2394,SC,Oconee,75863,76535,77388,78307,79546,77527.8
2395,SC,Orangeburg,89159,88419,87671,87013,86175,87687.4
2396,SC,Pickens,121500,123020,123518,125225,126884,124029.4
2397,SC,Richland,406008,409014,411800,414202,415759,411356.6
2398,SC,Saluda,20159,20187,20299,20397,20473,20303.0
2399,SC,Spartanburg,296558,300867,306740,314137,319785,307617.4
2400,SC,Sumter,107151,107075,106431,106409,106721,106757.4
2401,SC,Union,27743,27666,27400,27324,27316,27489.8
2402,SC,Williamsburg,32519,31912,31216,30606,30368,31324.2
2403,SC,York,250566,257866,266165,273782,280979,265871.6
2404,SD,South Dakota,853988,862996,872868,878698,884659,870641.8
2405,SD,Aurora,2744,2764,2769,2785,2751,2762.6
2406,SD,Beadle,18127,18188,18541,18423,18453,18346.4
2407,SD,Bennett,3402,3441,3446,3473,3365,3425.4
2408,SD,Bon Homme,6943,6940,6952,6910,6901,6929.2
2409,SD,Brookings,33800,34301,34749,35077,35077,34600.8
2410,SD,Brown,38400,38900,39290,39145,38839,38914.8
2411,SD,Brule,5243,5216,5304,5230,5297,5258.0
2412,SD,Buffalo,2098,2030,2013,2027,1962,2026.0
2413,SD,Butte,10207,10124,10114,10253,10429,10225.4
2414,SD,Campbell,1413,1386,1372,1366,1376,1382.6
2415,SD,Charles Mix,9360,9358,9404,9331,9292,9349.0
2416,SD,Clark,3649,3637,3679,3726,3736,3685.4
2417,SD,Clay,13768,13933,14032,13983,14070,13957.2
2418,SD,Codington,27899,28062,28125,28033,28009,28025.6
2419,SD,Corson,4175,4118,4195,4178,4086,4150.4
2420,SD,Custer,8444,8606,8763,8812,8972,8719.4
2421,SD,Davison,19916,20011,19870,19784,19775,19871.2
2422,SD,Day,5496,5509,5494,5507,5424,5486.0
2423,SD,Deuel,4323,4253,4311,4352,4351,4318.0
2424,SD,Dewey,5705,5785,5857,5925,5892,5832.8
2425,SD,Douglas,2952,2919,2927,2926,2921,2929.0
2426,SD,Edmunds,3996,3939,3915,3866,3829,3909.0
2427,SD,Fall River,6800,6785,6698,6740,6713,6747.2
2428,SD,Faulk,2307,2317,2323,2315,2299,2312.2
2429,SD,Grant,7218,7212,7159,7103,7052,7148.8
2430,SD,Gregory,4192,4158,4206,4189,4185,4186.0
2431,SD,Haakon,1850,1885,1921,1902,1899,1891.4
2432,SD,Hamlin,5976,5917,5998,6070,6164,6025.0
2433,SD,Hand,3306,3275,3275,3240,3191,3257.4
2434,SD,Hanson,3387,3383,3409,3364,3453,3399.2
2435,SD,Harding,1270,1267,1244,1252,1298,1266.2
2436,SD,Hughes,17555,17604,17670,17683,17526,17607.6
2437,SD,Hutchinson,7267,7327,7349,7306,7291,7308.0
2438,SD,Hyde,1386,1333,1297,1271,1301,1317.6
2439,SD,Jackson,3278,3280,3269,3278,3344,3289.8
2440,SD,Jerauld,2018,2008,2024,2026,2013,2017.8
2441,SD,Jones,917,931,922,928,903,920.2
2442,SD,Kingsbury,4952,4973,4929,4926,4939,4943.8
2443,SD,Lake,12334,12605,12795,13055,12797,12717.2
2444,SD,Lawrence,24827,25317,25677,25727,25844,25478.4
2445,SD,Lincoln,52959,54567,56681,58795,61128,56826.0
2446,SD,Lyman,3881,3900,3876,3804,3781,3848.4
2447,SD,McCook,5483,5508,5561,5601,5586,5547.8
2448,SD,McPherson,2397,2418,2401,2401,2379,2399.2
2449,SD,Marshall,4821,4833,4945,4921,4935,4891.0
2450,SD,Meade,26770,27339,27941,28204,28332,27717.2
2451,SD,Mellette,2025,2076,2063,2034,2061,2051.8
2452,SD,Miner,2207,2229,2200,2204,2216,2211.2
2453,SD,Minnehaha,183439,186268,189538,190992,193134,188674.2
2454,SD,Moody,6453,6508,6494,6502,6576,6506.6
2455,SD,Oglala Lakota,14358,14425,14384,14331,14177,14335.0
2456,SD,Pennington,108088,109111,110503,111950,113775,110685.4
2457,SD,Perkins,2984,2964,2962,2908,2865,2936.6
2458,SD,Potter,2295,2256,2214,2206,2153,2224.8
2459,SD,Roberts,10209,10192,10265,10376,10394,10287.2
2460,SD,Sanborn,2348,2374,2435,2396,2344,2379.4
2461,SD,Spink,6554,6493,6507,6484,6376,6482.8
2462,SD,Stanley,2974,3012,2986,3017,3098,3017.4
2463,SD,Sully,1401,1410,1398,1377,1391,1395.4
2464,SD,Todd,10041,10233,10277,10245,10177,10194.6
2465,SD,Tripp,5422,5495,5443,5491,5441,5458.4
2466,SD,Turner,8131,8259,8303,8422,8384,8299.8
2467,SD,Union,14925,15137,15277,15570,15932,15368.2
2468,SD,Walworth,5404,5472,5497,5477,5435,5457.0
2469,SD,Yankton,22682,22649,22682,22759,22814,22717.2
2470,SD,Ziebach,2837,2871,2748,2744,2756,2791.2
2471,TN,Tennessee,6591170,6646010,6708799,6771631,6829174,6709356.8
2472,TN,Anderson,75456,75528,76056,76287,76978,76061.0
2473,TN,Bedford,46948,47442,48211,49146,49713,48292.0
2474,TN,Benton,16220,16082,15993,16246,16160,16140.2
2475,TN,Bledsoe,14601,14738,14895,14883,15064,14836.2
2476,TN,Blount,126954,128264,129999,131331,133088,129927.2
2477,TN,Bradley,103774,104390,105421,107050,108110,105749.0
2478,TN,Campbell,39772,39784,39791,39795,39842,39796.8
2479,TN,Cannon,13740,13876,14157,14440,14678,14178.2
2480,TN,Carroll,27982,27901,27807,27975,27767,27886.4
2481,TN,Carter,56375,56473,56510,56417,56391,56433.2
2482,TN,Cheatham,39593,39775,40366,40502,40667,40180.6
2483,TN,Chester,17123,17130,17154,17245,17297,17189.8
2484,TN,Claiborne,31555,31634,31661,31850,31959,31731.8
2485,TN,Clay,7663,7654,7663,7677,7615,7654.4
2486,TN,Cocke,35138,35234,35528,35858,36004,35552.4
2487,TN,Coffee,54093,54537,55016,55877,56520,55208.6
2488,TN,Crockett,14586,14448,14436,14296,14230,14399.2
2489,TN,Cumberland,58217,58580,59023,59738,60520,59215.6
2490,TN,Davidson,679793,685829,687159,690516,694144,687488.2
2491,TN,Decatur,11600,11735,11732,11699,11663,11685.8
2492,TN,DeKalb,19292,19444,19876,20133,20490,19847.0
2493,TN,Dickson,51334,51900,52774,53446,53948,52680.4
2494,TN,Dyer,37753,37542,37339,37286,37159,37415.8
2495,TN,Fayette,39280,39703,40150,40556,41133,40164.4
2496,TN,Fentress,17965,18040,18214,18322,18523,18212.8
2497,TN,Franklin,41343,41518,41623,41935,42208,41725.4
2498,TN,Gibson,49329,49250,49255,49171,49133,49227.6
2499,TN,Giles,28973,29165,29379,29446,29464,29285.4
2500,TN,Grainger,22848,23095,23106,23137,23320,23101.2
2501,TN,Greene,68586,68529,68821,69164,69069,68833.8
2502,TN,Grundy,13337,13276,13332,13348,13427,13344.0
2503,TN,Hamblen,63353,63681,64062,64629,64934,64131.8
2504,TN,Hamilton,353690,357778,361032,364293,367804,360919.4
2505,TN,Hancock,6577,6583,6593,6561,6620,6586.8
2506,TN,Hardeman,25817,25584,25488,25276,25050,25443.0
2507,TN,Hardin,25754,25740,25738,25693,25652,25715.4
2508,TN,Hawkins,56370,56565,56620,56713,56786,56610.8
2509,TN,Haywood,18036,17822,17607,17347,17304,17623.2
2510,TN,Henderson,28078,27855,27851,27983,28117,27976.8
2511,TN,Henry,32127,32232,32380,32336,32345,32284.0
2512,TN,Hickman,24373,24666,24839,25007,25178,24812.6
2513,TN,Houston,8124,8101,8158,8234,8201,8163.6
2514,TN,Humphreys,18157,18383,18503,18551,18582,18435.2
2515,TN,Jackson,11534,11611,11702,11777,11786,11682.0
2516,TN,Jefferson,53011,53148,53730,54012,54495,53679.2
2517,TN,Johnson,17842,17759,17603,17774,17788,17753.2
2518,TN,Knox,451297,456089,461565,466258,470313,461104.4
2519,TN,Lake,7602,7531,7451,7407,7016,7401.4
2520,TN,Lauderdale,26903,25320,26093,25997,25633,25989.2
2521,TN,Lawrence,42592,43056,43388,43771,44142,43389.8
2522,TN,Lewis,11875,11891,12025,12074,12268,12026.6
2523,TN,Lincoln,33609,33564,33892,34189,34366,33924.0
2524,TN,Loudon,50916,51373,52260,53082,54068,52339.8
2525,TN,McMinn,52502,52700,52931,53336,53794,53052.6
2526,TN,McNairy,25864,25832,26001,25830,25694,25844.2
2527,TN,Macon,23076,23340,23905,24289,24602,23842.4
2528,TN,Madison,97569,97478,97491,97603,97984,97625.0
2529,TN,Marion,28397,28383,28406,28598,28907,28538.2
2530,TN,Marshall,31590,32035,33020,33806,34375,32965.2
2531,TN,Maury,87425,89556,92237,94273,96387,91975.6
2532,TN,Meigs,11804,11953,12042,12297,12422,12103.6
2533,TN,Monroe,45625,45848,46035,46269,46545,46064.4
2534,TN,Montgomery,192398,194424,199771,205312,208993,200179.6
2535,TN,Moore,6261,6293,6391,6457,6488,6378.0
2536,TN,Morgan,21494,21741,21555,21534,21403,21545.4
2537,TN,Obion,30561,30547,30375,30274,30069,30365.2
2538,TN,Overton,22067,21964,21998,22068,22241,22067.6
2539,TN,Perry,7852,7880,7954,8050,8076,7962.4
2540,TN,Pickett,5139,5091,5062,5053,5048,5078.6
2541,TN,Polk,16769,16794,16759,16918,16832,16814.4
2542,TN,Putnam,75074,75985,77299,78631,80245,77446.8
2543,TN,Rhea,32373,32474,32671,32911,33167,32719.2
2544,TN,Roane,52770,52944,53020,53258,53382,53074.8
2545,TN,Robertson,68687,69393,70328,71179,71813,70280.0
2546,TN,Rutherford,298197,307415,316531,324647,332285,315815.0
2547,TN,Scott,21893,21890,21964,22028,22068,21968.6
2548,TN,Sequatchie,14641,14754,14767,14891,15026,14815.8
2549,TN,Sevier,95417,96470,97307,97895,98250,97067.8
2550,TN,Shelby,937067,936021,935251,936365,937166,936374.0
2551,TN,Smith,19308,19526,19732,19979,20157,19740.4
2552,TN,Stewart,13187,13190,13422,13619,13715,13426.6
2553,TN,Sullivan,156199,156182,156924,157599,158348,157050.4
2554,TN,Sumner,175326,179332,183756,187490,191283,183437.4
2555,TN,Tipton,61533,61223,61305,61576,61599,61447.2
2556,TN,Trousdale,8051,9955,10831,11033,11284,10230.8
2557,TN,Unicoi,17819,17737,17796,17822,17883,17811.4
2558,TN,Union,19159,19219,19399,19689,19972,19487.6
2559,TN,Van Buren,5695,5721,5747,5763,5872,5759.6
2560,TN,Warren,40262,40428,40717,40826,41277,40702.0
2561,TN,Washington,126137,127247,127603,128661,129375,127804.6
2562,TN,Wayne,16767,16747,16641,16635,16673,16692.6
2563,TN,Weakley,33872,33610,33325,33413,33328,33509.6
2564,TN,White,26342,26463,26764,27086,27345,26800.0
2565,TN,Williamson,211605,218903,226048,231978,238412,225389.2
2566,TN,Wilson,128536,132494,136691,140954,144657,136666.4
2567,TX,Texas,27470056,27914410,28295273,28628666,28995881,28260857.2
2568,TX,Anderson,57639,57526,58175,57974,57735,57809.8
2569,TX,Andrews,18072,17791,17603,18011,18705,18036.4
2570,TX,Angelina,87829,87682,87572,86810,86715,87321.6
2571,TX,Aransas,24800,25162,25392,23446,23510,24462.0
2572,TX,Archer,8763,8781,8783,8700,8553,8716.0
2573,TX,Armstrong,1901,1843,1867,1879,1887,1875.4
2574,TX,Atascosa,48363,48720,49083,50322,51153,49528.2
2575,TX,Austin,29471,29629,29722,29965,30032,29763.8
2576,TX,Bailey,7223,7196,7066,7015,7000,7100.0
2577,TX,Bandera,21144,21701,22327,22792,23112,22215.2
2578,TX,Bastrop,80115,82591,84585,86595,88723,84521.8
2579,TX,Baylor,3609,3638,3555,3573,3509,3576.8
2580,TX,Bee,32617,32812,32592,32467,32565,32610.6
2581,TX,Bell,336076,341094,347377,355397,362924,348573.6
2582,TX,Bexar,1894834,1927651,1956988,1981187,2003554,1952842.8
2583,TX,Blanco,11029,11301,11481,11648,11931,11478.0
2584,TX,Borden,655,657,670,647,654,656.6
2585,TX,Bosque,17864,18009,18295,18629,18685,18296.4
2586,TX,Bowie,93050,93424,93458,93688,93245,93373.0
2587,TX,Brazoria,345227,353155,361853,368887,374264,360677.2
2588,TX,Brazos,216258,219739,223917,225781,229211,222981.2
2589,TX,Brewster,9143,9211,9325,9272,9203,9230.8
2590,TX,Briscoe,1514,1483,1514,1512,1546,1513.8
2591,TX,Brooks,7190,7190,7132,7099,7093,7140.8
2592,TX,Brown,37736,38039,37815,37820,37864,37854.8
2593,TX,Burleson,17611,17848,18053,18335,18443,18058.0
2594,TX,Burnet,44734,45817,46600,47344,48155,46530.0
2595,TX,Caldwell,40419,41147,42328,43161,43664,42143.8
2596,TX,Calhoun,21887,21948,21712,21504,21290,21668.2
2597,TX,Callahan,13589,13789,13968,13990,13943,13855.8
2598,TX,Cameron,419450,421350,422227,422139,423163,421665.8
2599,TX,Camp,12699,12771,12845,12983,13094,12878.4
2600,TX,Carson,6013,6096,6005,6007,5926,6009.4
2601,TX,Cass,30140,30058,29966,30106,30026,30059.2
2602,TX,Castro,7787,7765,7696,7588,7530,7673.2
2603,TX,Chambers,39028,40163,41269,42227,43837,41304.8
2604,TX,Cherokee,51568,51879,52116,52381,52646,52118.0
2605,TX,Childress,7169,7204,7269,7315,7306,7252.6
2606,TX,Clay,10359,10251,10484,10448,10471,10402.6
2607,TX,Cochran,2977,2921,2853,2831,2853,2887.0
2608,TX,Coke,3227,3259,3285,3355,3387,3302.6
2609,TX,Coleman,8316,8412,8399,8367,8175,8333.8
2610,TX,Collin,915243,943742,971864,1004307,1034730,973977.2
2611,TX,Collingsworth,3010,3007,2964,2942,2920,2968.6
2612,TX,Colorado,20951,21081,21291,21305,21493,21224.2
2613,TX,Comal,128795,134343,140721,148141,156209,141641.8
2614,TX,Comanche,13395,13543,13533,13540,13635,13529.2
2615,TX,Concho,4072,4140,2707,2683,2726,3265.6
2616,TX,Cooke,39170,39343,39932,40504,41257,40041.2
2617,TX,Coryell,76145,74803,74760,74741,75951,75280.0
2618,TX,Cottle,1439,1402,1375,1382,1398,1399.2
2619,TX,Crane,4995,4779,4685,4755,4797,4802.2
2620,TX,Crockett,3735,3642,3535,3439,3464,3563.0
2621,TX,Crosby,5918,5911,5849,5764,5737,5835.8
2622,TX,Culberson,2254,2220,2230,2194,2171,2213.8
2623,TX,Dallam,7301,7357,7272,7303,7287,7304.0
2624,TX,Dallas,2557830,2591488,2620154,2629350,2635516,2606867.6
2625,TX,Dawson,12987,12999,12744,12605,12728,12812.6
2626,TX,Deaf Smith,18825,18846,18753,18711,18546,18736.2
2627,TX,Delta,5159,5147,5276,5332,5331,5249.0
2628,TX,Denton,779584,808212,835364,858741,887207,833821.6
2629,TX,DeWitt,20632,20623,20180,20106,20160,20340.2
2630,TX,Dickens,2204,2193,2190,2218,2211,2203.2
2631,TX,Dimmit,10910,10679,10282,10195,10124,10438.0
2632,TX,Donley,3391,3387,3340,3315,3278,3342.2
2633,TX,Duval,11336,11431,11270,11147,11157,11268.2
2634,TX,Eastland,18152,18240,18294,18319,18360,18273.0
2635,TX,Ector,159903,157858,156951,161960,166223,160579.0
2636,TX,Edwards,1910,1908,1929,1908,1932,1917.4
2637,TX,Ellis,163292,168332,173405,179006,184826,173772.2
2638,TX,El Paso,831898,834949,837401,836825,839238,836062.2
2639,TX,Erath,41191,41372,41723,42223,42698,41841.4
2640,TX,Falls,17216,17276,17340,17231,17297,17272.0
2641,TX,Fannin,33502,33933,34550,35185,35514,34536.8
2642,TX,Fayette,24945,25018,25119,25278,25346,25141.2
2643,TX,Fisher,3877,3877,3874,3821,3830,3855.8
2644,TX,Floyd,5843,5847,5830,5783,5712,5803.0
2645,TX,Foard,1225,1200,1202,1191,1155,1194.6
2646,TX,Fort Bend,715331,744160,767712,788081,811688,765394.4
2647,TX,Franklin,10603,10677,10798,10778,10725,10716.2
2648,TX,Freestone,19746,19669,19649,19789,19717,19714.0
2649,TX,Frio,19361,19584,19895,20211,20306,19871.4
2650,TX,Gaines,20217,20446,20553,20820,21492,20705.6
2651,TX,Galveston,320974,328820,334633,337858,342139,332884.8
2652,TX,Garza,6391,6212,6490,6243,6229,6313.0
2653,TX,Gillespie,25916,26206,26483,26702,26988,26459.0
2654,TX,Glasscock,1380,1365,1363,1391,1409,1381.6
2655,TX,Goliad,7513,7512,7552,7588,7658,7564.6
2656,TX,Gonzales,20510,20787,20742,20781,20837,20731.4
2657,TX,Gray,23265,22741,22106,22051,21886,22409.8
2658,TX,Grayson,125628,128291,131152,133787,136212,131014.0
2659,TX,Gregg,123800,123367,122852,123251,123945,123443.0
2660,TX,Grimes,27299,27494,27955,28291,28880,27983.8
2661,TX,Guadalupe,150578,154492,159639,163276,166847,158966.4
2662,TX,Hale,34034,34107,33954,33631,33406,33826.4
2663,TX,Hall,3094,3113,3042,3025,2964,3047.6
2664,TX,Hamilton,8080,8237,8407,8477,8461,8332.4
2665,TX,Hansford,5654,5592,5485,5470,5399,5520.0
2666,TX,Hardeman,3920,3982,3959,3929,3933,3944.6
2667,TX,Hardin,55758,56242,57117,57107,57602,56765.2
2668,TX,Harris,4557846,4623960,4657972,4680045,4713325,4646629.6
2669,TX,Harrison,66685,66611,66468,66584,66553,66580.2
2670,TX,Hartley,5702,5740,5716,5611,5576,5669.0
2671,TX,Haskell,5821,5751,5699,5699,5658,5725.6
2672,TX,Hays,194662,204546,214726,222706,230191,213366.2
2673,TX,Hemphill,4277,4101,3929,3845,3819,3994.2
2674,TX,Henderson,79492,80062,80954,82103,82737,81069.6
2675,TX,Hidalgo,839667,848960,856249,862298,868707,855176.2
2676,TX,Hill,34828,35102,35703,36165,36649,35689.4
2677,TX,Hockley,23310,23043,22977,22971,23021,23064.4
2678,TX,Hood,55227,56569,57973,60177,61643,58317.8
2679,TX,Hopkins,35973,36184,36451,36738,37084,36486.0
2680,TX,Houston,22747,22897,23089,23068,22968,22953.8
2681,TX,Howard,37123,36214,35817,35925,36664,36348.6
2682,TX,Hudspeth,3541,4254,4604,4788,4886,4414.6
2683,TX,Hunt,89670,91895,94046,96606,98594,94162.2
2684,TX,Hutchinson,21793,21528,21343,21119,20938,21344.2
2685,TX,Irion,1543,1562,1512,1516,1536,1533.8
2686,TX,Jack,8883,8789,8828,8825,8935,8852.0
2687,TX,Jackson,14808,14873,14806,14834,14760,14816.2
2688,TX,Jasper,35266,35417,35549,35769,35529,35506.0
2689,TX,Jeff Davis,2199,2231,2260,2243,2274,2241.4
2690,TX,Jefferson,255112,255748,256041,253234,251565,254340.0
2691,TX,Jim Hogg,5296,5257,5212,5192,5200,5231.4
2692,TX,Jim Wells,41523,41181,40920,40756,40482,40972.4
2693,TX,Johnson,159345,162763,167012,171121,175817,167211.6
2694,TX,Jones,19966,19971,19827,19866,20083,19942.6
2695,TX,Karnes,15413,15494,15556,15660,15601,15544.8
2696,TX,Kaufman,114055,117904,122628,128279,136154,123804.0
2697,TX,Kendall,39938,41903,43969,45603,47431,43768.8
2698,TX,Kenedy,441,436,427,437,404,429.0
