State,County,AveragePop2015to2019,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
CT,Middlesex,163052.8,9620,9051,569,8826,483,210,126,637,2817,2704,3460,7858,459
CT,New Haven,857512.6,38410,35688,2722,31734,3279,2883,1459,2930,13463,11596,10418,30388,2183
CT,New London,267389.8,21834,20266,1566,18409,1338,1234,1360,918,6159,8072,6682,17847,634
CT,Tolland,151063,8584,8012,572,8076,141,185,219,365,3017,2792,2407,7180,241
CT,Windham,116565.6,7875,7467,406,7322,74,313,250,887,2550,2958,1478,6614,383
DE,Kent,176699,17029,14945,2083,11619,3937,764,944,697,4717,7107,4506,14273,511
DE,New Castle,556165,30043,27305,2738,19729,8445,1277,870,1627,9977,9060,9377,23688,1427
DE,Sussex,224383.8,18366,17165,1200,16519,1427,210,266,1375,5670,5898,5421,13499,1058
FL,Alachua,265442.8,15162,13203,1958,11103,2492,985,746,451,3111,5860,5737,11315,540
FL,Baker,28211.2,2063,1919,143,1781,226,23,55,88,695,938,340,1215,51
FL,Bay,182160.6,21135,18467,2667,17576,1879,973,824,935,5560,9425,5213,15555,913
FL,Bradford,27316.6,2205,2034,171,1782,339,46,40,88,734,1143,238,1521,56
FL,Brevard,585506.8,65436,59032,6403,55263,4766,4187,2092,2932,15262,25676,21565,48288,3042
FL,Broward,1926204.8,74737,68514,6221,47843,14149,11227,3355,4117,18866,28344,23408,61399,3836
FL,Calhoun,14362.4,1056,971,84,829,150,28,48,181,293,477,104,579,0
FL,Charlotte,181066.8,22735,21331,1402,21506,440,519,424,1297,7202,8173,6061,13971,1317
FL,Citrus,145169,19157,18052,1103,18040,386,551,236,1147,6850,7122,4036,10955,852
FL,Clay,211405.2,26414,23120,3293,19853,3445,1791,1791,684,7316,10620,7791,20519,1563
FL,Collier,371453.4,27416,26217,1198,25095,671,1341,367,1460,5103,7647,13203,20634,516
FL,Columbia,69968,7137,6371,765,5776,1049,216,113,360,2377,3382,1016,4967,293
FL,DeSoto,36902.6,2206,2088,116,1850,172,141,40,228,913,605,459,1058,57
FL,Dixie,16588.8,1947,1837,109,1835,44,15,52,334,616,728,267,735,262
FL,Duval,936185.6,82283,70648,11634,49461,23581,5003,5468,3736,20426,34264,23855,66543,3586
FL,Escambia,313490.6,33612,29003,4608,24612,5945,1468,1887,1327,8497,14276,9511,23119,1656
FL,Flagler,109801.4,10838,9918,918,9272,789,624,220,515,3238,4250,2832,7105,576
FL,Franklin,11811,998,931,67,880,76,42,0,126,288,328,252,481,0
FL,Gadsden,45945.2,3326,2974,351,1456,1675,128,82,272,1143,1240,670,1921,81
FL,Gilchrist,17953.2,1487,1440,46,1439,19,25,4,122,660,511,193,809,54
FL,Glades,13516.4,1500,1470,30,1381,51,49,16,267,568,420,244,1081,0
FL,Gulf,15576.2,1526,1402,123,1267,206,0,52,180,434,442,468,860,41
FL,Hamilton,14325.8,962,906,55,741,202,13,4,68,465,332,95,411,17
FL,Hardee,27131,1194,1135,58,999,110,77,44,72,487,421,212,674,0
FL,Hendry,40732.2,1537,1353,183,1097,287,151,1,211,689,428,207,1121,0
FL,Hernando,186313,19016,17622,1393,16971,602,1002,576,1547,5832,7679,3956,12568,1055
FL,Highlands,103436.8,10572,9921,649,9343,404,728,272,731,3849,3864,2125,7287,1153
FL,Hillsborough,1422277.8,92106,80686,11419,62158,14778,12828,4634,4322,21644,33890,32247,71924,3777
FL,Holmes,19431.6,1663,1521,141,1470,57,58,92,205,645,614,197,927,335
FL,Indian River,153988.8,15274,14282,992,14230,467,375,268,909,4224,4953,5187,10991,1767
FL,Jackson,47944.6,3962,3623,338,2860,804,58,250,497,1356,1491,617,2284,159
FL,Jefferson,14161.4,1205,1135,69,933,196,53,21,139,410,347,307,640,0
FL,Lafayette,8637.2,645,566,78,595,28,21,7,39,256,212,136,422,37
FL,Lake,345867.4,32840,30498,2341,28321,2343,1884,648,1900,9739,13106,8093,23586,2299
FL,Lee,737468,57368,53521,3847,51135,2549,3069,1323,3254,16477,20199,17436,40892,2574
FL,Leon,289770.4,14916,13291,1624,10598,3338,524,565,588,2400,5157,6768,11440,690
FL,Levy,40403,4666,4248,418,4219,255,112,124,310,1684,1913,757,2894,158
FL,Liberty,8345.2,553,540,12,423,78,32,22,22,210,168,151,240,112
FL,Madison,18460.2,1175,1038,136,784,329,7,55,101,380,462,231,573,20
FL,Manatee,384213.4,32335,30404,1930,29485,1662,811,556,1705,9953,10647,10028,24227,2164
FL,Marion,353526.2,36289,33553,2735,30528,2684,2487,904,2213,11889,13101,9084,23364,2420
FL,Martin,159065.4,14534,13778,755,13650,381,355,230,581,3241,5052,5658,9806,368
FL,Miami-Dade,2699428.2,48104,43881,4222,15221,12282,19948,3224,3200,11802,16447,16652,37229,2533
FL,Monroe,75797.6,6537,5916,620,5587,197,656,209,272,1594,2217,2452,5038,344
FL,Nassau,83098.4,8727,8068,658,7976,407,148,203,501,2498,2520,3207,7095,123
FL,Okaloosa,203793.8,32664,27695,4968,26708,3167,1556,1711,624,5373,13964,12701,26349,1466
FL,Okeechobee,41144,3157,2941,215,2696,196,101,196,380,1126,1196,453,2208,294
FL,Orange,1349746,62980,55254,7725,36073,11423,12783,5839,3447,15188,23172,21171,49117,2340
FL,Osceola,351955,17101,15315,1785,9318,1892,5315,1870,1231,5019,6709,4140,12514,763
FL,Palm Beach,1465027.2,80824,75252,5572,67018,6575,5688,2455,3573,18083,25683,33483,63406,3070
FL,Pasco,524602,46427,42444,3982,40461,2180,2895,1466,2647,14905,17709,11164,33571,2175
FL,Pinellas,964665.8,83894,76301,7592,72409,5834,3689,2847,4316,22540,30703,26333,61949,4563
FL,Polk,686217.6,48684,44614,4070,39311,4489,3972,1892,3757,15882,18183,10860,34429,2961
FL,Putnam,73252,7040,6620,419,6002,707,186,149,679,2782,2435,1141,4127,148
FL,St. Johns,244673.8,20491,18358,2132,17606,1244,981,833,562,4551,6597,8779,15783,1121
FL,St. Lucie,312946.6,24495,22405,2089,19231,2464,2389,726,1335,7472,9748,5938,16857,1354
FL,Santa Rosa,174755.4,24374,21428,2945,20969,1371,1205,1083,626,5165,10431,8150,18153,1361
FL,Sarasota,419496,41776,38901,2875,39179,913,1274,601,1815,10440,13550,15969,31085,2426
FL,Seminole,461402.4,27558,24730,2827,20817,2875,3002,1554,1062,6430,9799,10266,21588,942
FL,Sumter,125043.8,19431,18652,778,18407,452,400,216,470,5333,6438,7188,7259,313
FL,Suwannee,44046.2,4218,3852,366,3724,362,130,0,534,1460,1656,566,2814,180
FL,Taylor,21869.8,1397,1381,16,1255,101,37,10,102,526,563,204,754,0
FL,Union,15303.2,1575,1497,77,1191,258,22,101,162,404,751,256,498,65
FL,Volusia,536487.2,50328,46555,3772,43372,3000,3251,1643,3361,14906,18480,13580,35403,2467
FL,Wakulla,32321.4,2812,2525,286,2351,357,80,101,134,772,1441,464,1834,9
FL,Walton,68262.2,6634,6039,594,6044,281,97,264,344,1616,2469,2204,5089,208
FL,Washington,24763.6,1922,1758,163,1567,232,31,104,165,712,675,368,1030,108
GA,Appling,18440.2,907,873,33,650,199,44,12,90,375,304,138,591,97
GA,Atkinson,8238.6,318,306,11,187,128,0,2,27,165,121,3,224,0
GA,Bacon,11201.4,582,496,85,465,78,17,20,41,267,176,96,332,24
GA,Baker,3132,188,146,41,108,71,0,8,8,105,36,36,99,0
GA,Baldwin,45110.8,2479,2355,122,1605,781,35,57,214,729,1036,498,1646,0
GA,Banks,18708,1207,1108,98,1061,42,46,65,252,428,327,197,674,161
GA,Barrow,78990.4,4161,3776,383,3401,417,230,221,285,1364,1913,596,3242,107
GA,Bartow,104919,6156,5683,471,5195,630,134,263,493,1988,2626,1048,4707,328
GA,Ben Hill,17033.4,820,795,23,556,249,0,15,92,382,255,89,493,147
GA,Berrien,19151.6,906,831,73,853,47,5,3,131,335,311,129,720,93
GA,Bibb,153199.8,9371,8287,1083,4617,4384,191,204,518,2973,3454,2424,6628,529
GA,Bleckley,12807.2,742,710,32,615,71,43,12,2,279,314,145,501,0
GA,Brantley,18755.6,910,841,68,878,5,0,24,91,446,333,38,512,0
GA,Brooks,15589.6,1119,1035,84,840,240,14,24,77,317,486,236,655,109
GA,Bryan,37063.2,3458,2820,637,2383,722,218,230,84,627,1432,1313,2888,221
GA,Bulloch,76119.8,3987,3595,390,3064,757,84,165,155,1204,1559,1067,2873,57
GA,Burke,22520,1494,1316,177,929,506,41,31,133,452,665,242,1157,16
GA,Butts,24090.2,1409,1358,51,1128,243,31,23,176,573,479,179,1107,47
GA,Calhoun,6364.8,323,310,13,108,186,0,27,49,145,99,27,66,0
GA,Camden,53231,5878,5017,860,4510,922,300,266,233,1495,2539,1609,4581,143
GA,Candler,10811.6,626,589,37,432,97,96,58,76,210,252,87,289,0
GA,Carroll,117183.4,5957,5525,430,4792,797,183,233,425,1582,2382,1566,4490,39
GA,Catoosa,66699.6,4306,4073,233,4120,117,20,49,356,1227,1702,1019,3040,0
GA,Charlton,13040.4,985,947,37,726,212,23,21,114,412,333,122,521,0
GA,Chatham,288495.8,22982,19522,3459,12601,9035,926,720,959,4663,9897,7461,18245,1031
GA,Chattahoochee,10560.2,767,561,205,472,200,58,87,19,150,320,275,536,23
GA,Chattooga,24811.6,1352,1205,146,1200,123,4,27,184,545,474,146,910,74
GA,Cherokee,247514.8,14018,13124,893,12490,752,495,324,635,2886,5443,5053,11509,458
GA,Clarke,126176,4597,4057,539,2968,1331,81,230,257,1101,1614,1623,3490,157
GA,Clay,2951,206,206,0,134,59,10,0,52,89,60,3,109,52
GA,Clayton,283538,16111,13242,2868,3009,11934,566,890,721,5027,6652,3709,11590,708
GA,Clinch,6686.4,219,175,43,161,57,0,0,0,110,74,33,119,53
GA,Cobb,751218,41345,36514,4830,25705,12187,2128,2266,1567,7209,14824,17744,34586,1229
GA,Coffee,43020.6,2058,1844,213,1578,424,44,18,147,677,897,335,1197,0
GA,Colquitt,45486,2431,2238,193,1827,496,90,35,307,1049,853,221,1583,117
GA,Columbia,150705.4,17438,13961,3476,11866,3830,1141,805,377,2987,7168,6904,13548,539
GA,Cook,17177.2,1022,950,71,688,208,4,121,87,349,465,119,826,45
GA,Coweta,143260.4,10112,9332,780,7982,1331,489,430,551,2629,3882,3048,8158,349
GA,Crawford,12324.6,913,849,62,699,202,0,11,41,446,339,84,731,39
GA,Crisp,22712.6,1078,969,108,807,239,29,0,92,328,413,243,813,0
GA,Dade,16196.6,903,820,82,893,0,0,9,154,331,348,69,542,49
GA,Dawson,24535.6,1448,1407,39,1438,4,4,0,97,464,485,400,1102,0
GA,Decatur,26682.2,1257,1109,147,900,337,12,7,99,511,341,304,847,0
GA,DeKalb,749323,36189,31214,4974,10838,23719,851,1255,1278,9083,11473,14353,27954,2235
GA,Dodge,20828.6,1270,1185,83,926,302,24,18,124,617,426,99,641,122
GA,Dooly,13735.4,790,738,51,431,352,0,6,95,273,319,100,304,0
GA,Dougherty,89703,5766,5151,614,2099,3515,77,91,285,1660,2388,1432,4105,161
GA,Douglas,143316,9488,7943,1544,4629,4131,463,583,755,2999,3232,2500,7114,269
GA,Early,10312.2,495,488,6,366,118,0,9,72,214,123,84,321,86
GA,Echols,3981.2,110,110,0,82,6,0,20,6,85,10,8,110,0
GA,Effingham,60477,4977,4594,382,3840,845,128,199,198,1707,2031,1039,4211,138
GA,Elbert,19165.8,1386,1289,95,1049,316,8,12,165,644,409,167,865,50
GA,Emanuel,22532.6,1178,1016,161,799,378,0,0,108,413,453,202,729,82
GA,Evans,10687,728,703,24,551,153,0,24,120,279,230,96,611,67
GA,Fannin,25395,2158,2030,127,2113,9,10,25,177,637,691,651,1364,8
GA,Fayette,112302.8,10485,9597,887,6988,2722,341,550,223,1781,3413,5066,8597,360
GA,Floyd,97369.2,6284,5731,552,4969,862,330,220,479,2218,2326,1258,4910,239
GA,Forsyth,228383.2,10286,9428,857,9091,535,287,369,338,1652,3314,4981,9043,236
GA,Franklin,22766,1057,1005,50,1042,15,0,0,125,391,276,264,913,118
GA,Fulton,1036199.8,42448,37189,5258,18184,21974,1018,1632,1506,9098,13619,18223,31642,1711
GA,Gilmer,30414.4,2578,2462,115,2514,0,21,41,193,797,873,713,1840,320
GA,Glascock,2995.6,166,160,5,158,5,0,1,22,72,46,24,96,0
GA,Glynn,84470.4,6684,5980,703,4935,1145,424,277,191,1886,2112,2493,5574,392
GA,Gordon,57202.4,2665,2570,95,2378,173,76,107,300,908,1241,215,2079,201
GA,Grady,24827.6,1528,1505,22,1063,427,0,35,122,506,524,375,1255,72
GA,Greene,17349.2,1257,1170,86,942,279,34,0,63,291,320,581,935,114
GA,Gwinnett,915045.8,38539,33343,5195,21607,12754,2139,2883,1122,7401,15060,14954,31437,1000
GA,Habersham,44626.4,2824,2700,122,2598,36,55,137,234,1338,682,568,2226,56
GA,Hall,198667.2,10459,9675,783,9214,830,233,187,669,2744,3687,3357,8277,292
GA,Hancock,8515,473,432,40,283,189,0,0,40,214,151,65,81,0
GA,Haralson,29226.6,1341,1246,93,1206,64,48,21,113,437,540,248,934,0
GA,Harris,34105.4,3382,2911,470,2596,665,71,56,81,444,1495,1359,2480,18
GA,Hart,25773.4,1553,1482,71,1346,191,14,0,227,503,443,378,1037,67
GA,Heard,11736,855,785,70,776,36,21,21,131,404,263,54,604,36
GA,Henry,225356.2,16374,14214,2159,8096,7413,588,515,722,4416,6290,4945,13498,624
GA,Houston,153506.6,17354,14727,2626,11411,5239,584,277,477,3915,6839,6121,13895,485
GA,Irwin,9320.2,553,471,81,415,98,47,10,37,218,151,146,422,0
GA,Jackson,67885,4264,3608,655,3812,235,170,45,415,1070,1809,969,3544,59
GA,Jasper,13916,871,793,78,540,322,8,0,117,319,364,69,623,27
GA,Jeff Davis,15036,707,633,73,638,68,0,0,80,222,283,120,307,0
GA,Jefferson,15617.6,824,774,49,448,370,0,5,98,360,222,142,584,34
GA,Jenkins,8793,517,431,85,437,79,0,0,53,312,92,58,278,0
GA,Johnson,9690.8,684,662,21,413,265,6,6,73,471,103,34,589,0
GA,Jones,28579.2,2292,2081,210,1627,633,0,30,206,902,909,273,1504,90
GA,Lamar,18671.6,1271,1200,70,923,267,8,70,106,394,488,280,918,205
GA,Lanier,10380.4,667,558,108,550,90,24,0,74,119,404,68,406,0
GA,Laurens,47404.6,3211,2926,285,2129,1007,47,37,158,1387,1081,584,1696,147
GA,Lee,29502,2201,1926,274,1432,452,140,192,70,694,912,523,1619,73
GA,Liberty,61348.8,8982,6917,2065,3115,4451,1033,860,111,2285,4522,2062,6774,453
GA,Lincoln,7855.8,579,567,10,428,150,0,0,44,282,141,109,364,0
GA,Long,18692,2665,1794,870,1533,988,60,143,51,432,1274,904,1824,34
GA,Lowndes,115364.2,7858,6518,1339,5194,1978,427,302,268,1708,3650,2230,5842,412
GA,Lumpkin,32402,2208,2036,172,2022,96,21,67,171,728,675,632,1507,35
GA,McDuffie,21454.6,1594,1495,97,1125,442,9,18,78,515,769,231,1156,24
GA,McIntosh,14173.6,1642,1603,38,973,646,15,6,94,470,665,413,972,0
GA,Macon,13305.4,643,624,18,283,350,5,8,88,279,223,50,460,10
GA,Madison,29218.4,1717,1540,176,1646,63,2,8,76,675,598,366,1278,128
GA,Marion,8432.2,964,824,139,488,321,103,51,128,321,317,196,567,64
GA,Meriwether,21105.8,1139,944,194,747,329,88,25,50,435,492,160,918,106
GA,Miller,5787.4,222,201,19,211,2,8,8,67,90,40,22,144,23
GA,Mitchell,22243.8,1398,1322,75,922,424,44,11,90,598,442,266,928,170
GA,Monroe,27171.4,1750,1638,112,1359,358,19,13,116,560,642,431,1235,0
GA,Montgomery,9058.2,424,398,26,316,101,4,4,42,187,137,57,258,0
GA,Morgan,18507,1161,1135,25,1020,101,30,7,51,345,447,317,1011,61
GA,Murray,39723.8,1606,1483,122,1498,0,107,0,242,490,683,190,1097,115
GA,Muscogee,195739,19835,16835,2999,8411,9750,1220,1082,715,4349,8511,6258,13314,973
GA,Newton,108078.8,6827,6176,651,3585,2756,163,339,309,2076,2944,1496,4913,457
GA,Oconee,38132.4,1847,1746,99,1727,82,13,21,104,308,617,816,1683,0
GA,Oglethorpe,14931.4,953,872,80,867,68,0,17,38,413,226,276,794,9
GA,Paulding,159824.8,9845,8821,1023,6955,2122,411,517,511,3099,4232,2001,8033,832
GA,Peach,27145,1992,1761,230,1217,734,10,28,71,579,969,372,1214,28
GA,Pickens,31386.8,2769,2678,90,2465,67,0,236,192,732,1028,815,2387,0
GA,Pierce,19249.6,1002,991,10,942,29,20,9,94,396,383,126,475,0
GA,Pike,18327,1134,1076,57,982,150,1,0,223,369,370,170,738,9
GA,Polk,41907.8,2470,2302,167,2190,241,47,0,265,1078,892,232,1721,123
GA,Pulaski,11216.2,648,600,47,531,83,22,32,55,236,270,84,328,0
GA,Putnam,21690.6,1657,1620,35,1306,324,16,11,89,609,512,447,1445,119
GA,Quitman,2297.4,84,84,0,59,24,0,0,4,30,30,17,58,33
GA,Rabun,16645.4,1350,1327,22,1330,18,0,0,120,345,490,394,737,132
GA,Randolph,6972.8,305,304,1,122,183,0,0,13,134,146,12,117,0
GA,Richmond,201851.6,18374,14616,3757,6622,10412,809,895,932,4566,8289,4585,12734,1472
GA,Rockdale,89717,6764,5769,994,2841,3398,200,364,232,2192,2420,1918,4870,379
GA,Schley,5220.8,300,284,15,225,75,3,0,39,90,152,18,236,0
GA,Screven,13988.8,950,820,129,648,296,4,5,90,548,193,116,670,38
GA,Seminole,8321,672,571,100,582,59,29,3,69,237,177,187,494,45
GA,Spalding,65306.4,4422,3878,544,3167,956,147,158,432,1504,1426,1058,3343,124
GA,Stephens,25750.2,1807,1610,196,1578,169,59,59,133,794,398,481,1255,18
GA,Stewart,6293,386,295,90,89,287,9,9,17,204,126,37,242,30
GA,Sumter,30064,1486,1287,198,919,538,30,4,145,443,635,261,1253,0
GA,Talbot,6321,559,496,62,362,194,0,1,41,272,109,135,339,47
GA,Taliaferro,1603,109,96,12,48,57,0,3,10,68,27,1,75,0
GA,Tattnall,25381.8,1889,1642,246,1393,457,10,29,113,642,804,329,1011,14
GA,Taylor,8116.4,500,466,34,364,136,0,0,48,208,196,48,272,29
GA,Telfair,16035.2,871,817,52,563,294,12,12,24,586,236,24,245,0
GA,Terrell,8737.4,532,417,114,278,249,0,3,19,160,249,102,395,10
GA,Thomas,44630,2707,2364,342,1710,896,25,73,116,775,1097,717,1807,47
GA,Tift,40541.4,1788,1647,140,1249,477,31,36,178,661,617,330,1308,125
GA,Toombs,26972.4,1429,1244,184,1022,339,9,57,113,402,578,334,866,53
GA,Towns,11617.4,1148,1097,51,1148,0,0,0,94,322,299,431,716,179
GA,Treutlen,6794.6,563,445,117,480,82,0,0,122,244,103,92,440,16
GA,Troup,69919.2,3903,3642,260,3014,849,24,20,229,1336,1457,880,2763,28
GA,Turner,7942.8,616,547,68,385,205,26,0,38,300,182,94,324,0
GA,Twiggs,8228.6,595,567,26,390,191,13,0,117,201,216,59,393,68
GA,Union,23287.8,2233,2080,151,2151,31,19,49,155,552,936,588,1219,90
GA,Upson,26236.4,1749,1665,83,1373,313,11,61,223,614,602,308,1395,91
GA,Walker,69039,4315,4092,222,3949,216,36,112,516,1706,1513,577,3282,147
GA,Walton,91442,4783,4587,195,4087,521,74,101,214,1642,1670,1256,4012,214
GA,Ware,35592.8,1770,1738,30,1248,451,78,42,243,655,610,260,1084,68
GA,Warren,5297,210,164,45,134,75,0,0,32,79,58,40,133,0
GA,Washington,20435.6,1078,1020,58,601,390,102,37,109,515,278,174,740,87
GA,Wayne,29787.6,2024,1669,354,1558,242,160,62,183,694,832,314,1182,254
GA,Webster,2609.8,103,98,4,49,34,0,18,9,59,23,9,70,0
GA,Wheeler,7927.8,388,361,26,261,126,0,0,44,122,141,78,182,0
GA,White,29489.2,2707,2455,252,2486,7,138,166,174,670,1159,702,1866,6
GA,Whitfield,104237.2,3714,3563,150,3261,170,193,116,384,1221,1347,760,2952,87
GA,Wilcox,8823.6,515,486,28,421,90,0,3,36,214,174,90,269,0
GA,Wilkes,9844.2,569,541,27,370,194,0,2,35,259,133,139,427,10
GA,Wilkinson,9010.2,418,381,36,290,127,0,0,30,196,160,30,251,8
GA,Worth,20493.6,1351,1247,102,1135,205,0,10,153,457,473,265,970,0
HI,Honolulu,984821.2,74480,65721,8758,23960,5142,6195,42524,2340,17259,27866,27013,61137,2196
HI,Kalawao,86.8,2,2,0,0,0,0,2,0,0,2,0,2,0
HI,Kauai,71769.2,3919,3724,194,1508,46,297,2251,141,1101,1516,1159,3135,53
HI,Maui,165957.8,8692,8141,549,3463,152,528,4810,259,2737,3490,2204,7023,401
ID,Ada,456849.4,29924,26976,2947,27227,219,1263,1612,707,5079,12884,11253,23188,1642
ID,Adams,4097.4,531,480,50,479,0,21,29,43,179,207,100,444,71
ID,Bannock,85764.8,5084,4771,312,4832,33,129,121,142,1565,2209,1167,3421,375
ID,Bear Lake,5999.6,314,303,10,307,0,6,0,20,101,139,52,211,0
ID,Benewah,9138,1037,961,76,957,0,16,62,153,294,351,238,719,144
ID,Bingham,45839.2,2222,2047,173,1989,0,177,108,182,726,924,390,1487,93
ID,Blaine,22372.6,1453,1413,38,1407,0,10,35,15,580,251,604,1442,36
ID,Boise,7378.2,846,766,79,826,0,8,11,21,264,383,176,586,23
ID,Bonner,43611,4340,4077,261,4202,7,35,128,187,1125,1932,1094,2788,81
ID,Bonneville,114392.2,6126,5678,447,5732,34,187,262,204,1510,2494,1917,4552,226
ID,Boundary,11845.2,992,936,55,959,0,0,32,42,368,341,240,616,13
ID,Butte,2581.4,211,189,20,205,0,4,0,13,65,57,74,171,0
ID,Camas,1095,91,84,6,87,0,0,3,0,51,13,24,74,0
ID,Canyon,217633.2,13436,12286,1149,12015,68,945,794,827,4068,5887,2652,10943,525
ID,Caribou,6953,397,384,11,370,0,20,5,37,118,148,92,356,0
ID,Cassia,23689.8,1087,992,95,970,0,74,105,123,324,413,226,761,8
ID,Clark,866.2,28,28,0,28,0,0,0,0,12,13,2,28,2
ID,Clearwater,8673,1149,1056,91,1095,12,13,29,76,386,491,194,619,95
ID,Custer,4168.6,539,527,11,539,0,0,0,135,161,193,48,287,0
ID,Elmore,26743.4,4017,3265,751,3407,188,237,210,161,742,2095,1017,3197,145
ID,Franklin,13464.4,496,473,22,473,0,5,17,22,173,197,102,481,0
ID,Fremont,13020.4,686,648,38,645,0,29,25,26,185,328,145,479,21
ID,Gem,17330.8,1947,1695,251,1861,0,0,84,116,552,766,511,1328,150
ID,Gooding,15147.8,1002,929,73,909,6,9,84,24,331,341,305,677,9
ID,Jefferson,28534.4,1443,1354,87,1232,0,192,149,160,250,722,309,990,73
ID,Jerome,23730,1134,1028,106,1016,0,73,63,81,322,578,151,855,0
ID,Kootenai,157322.4,13171,12400,770,12596,86,253,253,829,3115,5554,3671,9132,415
ID,Latah,39504.8,2096,1997,97,1981,0,52,102,67,562,695,770,1608,37
ID,Lemhi,7846.8,910,870,39,863,0,19,47,106,178,447,176,484,133
ID,Lewis,3838.2,387,347,39,365,0,4,15,31,139,173,41,246,67
ID,Lincoln,5350,307,277,30,268,0,25,13,6,138,125,36,265,62
ID,Madison,39099.8,873,837,35,809,0,47,17,19,229,266,356,393,0
ID,Minidoka,20704.6,971,937,32,891,9,70,6,102,272,463,132,916,0
ID,Nez Perce,40216.8,3030,2828,200,2747,62,57,190,237,921,1202,668,2238,221
ID,Oneida,4385.2,305,284,19,287,0,0,17,69,51,139,44,236,0
ID,Owyhee,11552.4,748,719,27,686,0,29,48,36,178,362,169,497,0
ID,Payette,23259.8,1685,1593,92,1632,0,53,18,156,610,702,216,1393,226
ID,Power,7671,478,459,18,356,0,13,108,19,261,162,33,426,27
ID,Shoshone,12609.4,1226,1099,126,1197,0,5,25,97,550,476,102,972,16
ID,Teton,11425.6,289,262,27,287,0,2,2,0,80,80,128,224,0
ID,Twin Falls,84869,5647,5201,445,5062,1,398,230,365,1835,2167,1278,4805,73
ID,Valley,10709,1092,1058,34,1049,0,29,41,15,214,420,442,914,20
ID,Washington,10056.6,706,625,80,629,0,34,61,55,182,245,223,542,0
IL,Adams,66085,4516,4185,330,4398,39,44,34,228,1747,1729,811,3794,224
IL,Alexander,6260.2,496,452,44,287,207,0,2,11,198,262,23,337,17
IL,Bond,16588.6,1214,1179,35,1197,12,0,4,88,458,442,224,944,20
IL,Boone,53537.2,2986,2792,193,2741,77,142,90,314,1103,890,678,2205,182
IL,Brown,6628,401,381,19,357,43,0,0,28,174,151,47,198,0
IL,Bureau,33122.2,2149,2065,83,2032,4,78,55,208,832,783,325,1581,92
IL,Calhoun,4829.6,385,353,32,381,0,1,2,36,232,71,45,303,0
IL,Carroll,14466.4,1156,1076,80,1088,35,26,13,72,416,405,261,845,79
IL,Cass,12493.2,797,788,7,767,13,30,16,30,467,218,79,741,89
IL,Champaign,209922.4,8590,7816,773,7194,966,281,192,150,2185,2992,3261,6616,489
IL,Christian,32931.4,2689,2537,151,2596,5,3,84,236,1095,942,413,1472,139
IL,Clark,15715.6,941,892,49,923,4,3,9,83,399,343,114,807,11
IL,Clay,13287,882,846,35,859,0,0,22,70,386,316,110,562,123
IL,Clinton,37633.6,2872,2614,257,2761,37,35,39,242,953,1182,493,2258,77
IL,Coles,51353,3060,2919,140,2978,19,17,62,213,791,1260,795,2375,91
IL,Cook,5198274.8,156000,145117,10882,88666,47482,14155,10603,11113,41978,56761,46145,119732,8269
IL,Crawford,18972,1226,1191,34,1171,30,21,13,40,403,636,144,748,57
IL,Cumberland,10835.6,662,606,56,655,0,4,2,67,209,305,77,503,12
IL,DeKalb,104366,5251,4843,407,4671,172,331,133,454,1343,2142,1310,4216,193
IL,De Witt,15931.8,1099,1023,74,1069,0,0,29,109,451,393,144,864,15
IL,Douglas,19622.8,1032,946,85,998,0,18,14,59,343,397,230,904,37
IL,DuPage,929059.6,31838,30156,1681,26848,1565,2068,1828,1364,6977,11425,12071,27333,1216
IL,Edgar,17406.6,1234,1144,89,1204,4,26,0,107,523,443,159,923,76
IL,Edwards,6455.4,449,434,13,442,0,0,5,33,153,215,46,364,0
IL,Effingham,34136.8,1926,1812,112,1910,0,13,1,162,783,712,267,1453,64
IL,Fayette,21564.8,1377,1329,47,1327,22,8,20,130,625,463,157,823,131
IL,Ford,13270.4,929,881,47,895,0,0,33,64,372,382,110,693,69
IL,Franklin,38923.4,2967,2714,253,2859,9,44,62,294,935,1339,397,2049,252
IL,Fulton,35092,2312,2197,114,2224,16,25,49,130,926,909,345,1743,224
IL,Gallatin,5064.4,354,350,4,338,8,8,0,23,139,147,43,256,6
IL,Greene,13131.6,1162,1126,36,1154,0,6,7,71,626,378,84,752,46
IL,Grundy,50665.8,2990,2824,165,2666,15,265,46,208,1073,1084,624,2467,102
IL,Hamilton,8175.8,547,539,8,547,0,0,0,24,249,194,80,452,0
IL,Hancock,17983,1277,1243,33,1271,0,6,0,84,629,317,245,1011,42
IL,Hardin,3938.8,353,342,10,344,5,0,4,36,144,141,29,231,28
