,State,County
1338,MI,Van Buren
1339,MI,Washtenaw
1340,MI,Wayne
1341,MI,Wexford
1342,MN,Minnesota
1343,MN,Aitkin
1344,MN,Anoka
1345,MN,Becker
1346,MN,Beltrami
1347,MN,Benton
1348,MN,Big Stone
1349,MN,Blue Earth
1350,MN,Brown
1351,MN,Carlton
1352,MN,Carver
1353,MN,Cass
1354,MN,Chippewa
1355,MN,Chisago
1356,MN,Clay
1357,MN,Clearwater
1358,MN,Cook
1359,MN,Cottonwood
1360,MN,Crow Wing
1361,MN,Dakota
1362,MN,Dodge
1363,MN,Douglas
1364,MN,Faribault
1365,MN,Fillmore
1366,MN,Freeborn
1367,MN,Goodhue
1368,MN,Grant
1369,MN,Hennepin
1370,MN,Houston
1371,MN,Hubbard
1372,MN,Isanti
1373,MN,Itasca
1374,MN,Jackson
1375,MN,Kanabec
1376,MN,Kandiyohi
1377,MN,Kittson
1378,MN,Koochiching
1379,MN,Lac qui Parle
1380,MN,Lake
1381,MN,Lake of the Woods
1382,MN,Le Sueur
1383,MN,Lincoln
1384,MN,Lyon
1385,MN,McLeod
1386,MN,Mahnomen
1387,MN,Marshall
1388,MN,Martin
1389,MN,Meeker
1390,MN,Mille Lacs
1391,MN,Morrison
1392,MN,Mower
1393,MN,Murray
1394,MN,Nicollet
1395,MN,Nobles
1396,MN,Norman
1397,MN,Olmsted
1398,MN,Otter Tail
1399,MN,Pennington
1400,MN,Pine
1401,MN,Pipestone
1402,MN,Polk
1403,MN,Pope
1404,MN,Ramsey
1405,MN,Red Lake
1406,MN,Redwood
1407,MN,Renville
1408,MN,Rice
1409,MN,Rock
1410,MN,Roseau
1411,MN,St. Louis
1412,MN,Scott
1413,MN,Sherburne
1414,MN,Sibley
1415,MN,Stearns
1416,MN,Steele
1417,MN,Stevens
1418,MN,Swift
1419,MN,Todd
1420,MN,Traverse
1421,MN,Wabasha
1422,MN,Wadena
1423,MN,Waseca
1424,MN,Washington
1425,MN,Watonwan
1426,MN,Wilkin
1427,MN,Winona
1428,MN,Wright
1429,MN,Yellow Medicine
1430,MS,Mississippi
1431,MS,Adams
1432,MS,Alcorn
1433,MS,Amite
1434,MS,Attala
1435,MS,Benton
1436,MS,Bolivar
1437,MS,Calhoun
1438,MS,Carroll
1439,MS,Chickasaw
1440,MS,Choctaw
1441,MS,Claiborne
1442,MS,Clarke
1443,MS,Clay
1444,MS,Coahoma
1445,MS,Copiah
1446,MS,Covington
1447,MS,DeSoto
1448,MS,Forrest
1449,MS,Franklin
1450,MS,George
1451,MS,Greene
1452,MS,Grenada
1453,MS,Hancock
1454,MS,Harrison
1455,MS,Hinds
1456,MS,Holmes
1457,MS,Humphreys
1458,MS,Issaquena
1459,MS,Itawamba
1460,MS,Jackson
1461,MS,Jasper
1462,MS,Jefferson
1463,MS,Jefferson Davis
1464,MS,Jones
1465,MS,Kemper
1466,MS,Lafayette
1467,MS,Lamar
1468,MS,Lauderdale
1469,MS,Lawrence
1470,MS,Leake
1471,MS,Lee
1472,MS,Leflore
1473,MS,Lincoln
1474,MS,Lowndes
1475,MS,Madison
1476,MS,Marion
1477,MS,Marshall
1478,MS,Monroe
1479,MS,Montgomery
1480,MS,Neshoba
1481,MS,Newton
1482,MS,Noxubee
1483,MS,Oktibbeha
1484,MS,Panola
1485,MS,Pearl River
1486,MS,Perry
1487,MS,Pike
1488,MS,Pontotoc
1489,MS,Prentiss
1490,MS,Quitman
1491,MS,Rankin
1492,MS,Scott
1493,MS,Sharkey
1494,MS,Simpson
1495,MS,Smith
1496,MS,Stone
1497,MS,Sunflower
1498,MS,Tallahatchie
1499,MS,Tate
1500,MS,Tippah
1501,MS,Tishomingo
1502,MS,Tunica
1503,MS,Union
1504,MS,Walthall
1505,MS,Warren
1506,MS,Washington
1507,MS,Wayne
1508,MS,Webster
1509,MS,Wilkinson
1510,MS,Winston
1511,MS,Yalobusha
1512,MS,Yazoo
1513,MO,Missouri
1514,MO,Adair
1515,MO,Andrew
1516,MO,Atchison
1517,MO,Audrain
1518,MO,Barry
1519,MO,Barton
1520,MO,Bates
1521,MO,Benton
1522,MO,Bollinger
1523,MO,Boone
1524,MO,Buchanan
1525,MO,Butler
1526,MO,Caldwell
1527,MO,Callaway
1528,MO,Camden
1529,MO,Cape Girardeau
1530,MO,Carroll
1531,MO,Carter
1532,MO,Cass
1533,MO,Cedar
1534,MO,Chariton
1535,MO,Christian
1536,MO,Clark
1537,MO,Clay
1538,MO,Clinton
1539,MO,Cole
1540,MO,Cooper
1541,MO,Crawford
1542,MO,Dade
1543,MO,Dallas
1544,MO,Daviess
1545,MO,DeKalb
1546,MO,Dent
1547,MO,Douglas
1548,MO,Dunklin
1549,MO,Franklin
1550,MO,Gasconade
1551,MO,Gentry
1552,MO,Greene
1553,MO,Grundy
1554,MO,Harrison
1555,MO,Henry
1556,MO,Hickory
1557,MO,Holt
1558,MO,Howard
1559,MO,Howell
1560,MO,Iron
1561,MO,Jackson
1562,MO,Jasper
1563,MO,Jefferson
1564,MO,Johnson
1565,MO,Knox
1566,MO,Laclede
1567,MO,Lafayette
1568,MO,Lawrence
1569,MO,Lewis
1570,MO,Lincoln
1571,MO,Linn
1572,MO,Livingston
1573,MO,McDonald
1574,MO,Macon
1575,MO,Madison
1576,MO,Maries
1577,MO,Marion
1578,MO,Mercer
1579,MO,Miller
1580,MO,Mississippi
1581,MO,Moniteau
1582,MO,Monroe
1583,MO,Montgomery
1584,MO,Morgan
1585,MO,New Madrid
1586,MO,Newton
1587,MO,Nodaway
1588,MO,Oregon
1589,MO,Osage
1590,MO,Ozark
1591,MO,Pemiscot
1592,MO,Perry
1593,MO,Pettis
1594,MO,Phelps
1595,MO,Pike
1596,MO,Platte
1597,MO,Polk
1598,MO,Pulaski
1599,MO,Putnam
1600,MO,Ralls
1601,MO,Randolph
1602,MO,Ray
1603,MO,Reynolds
1604,MO,Ripley
1605,MO,St. Charles
1606,MO,St. Clair
1607,MO,Ste. Genevieve
1608,MO,St. Francois
1609,MO,St. Louis
1610,MO,Saline
1611,MO,Schuyler
1612,MO,Scotland
1613,MO,Scott
1614,MO,Shannon
1615,MO,Shelby
1616,MO,Stoddard
1617,MO,Stone
1618,MO,Sullivan
1619,MO,Taney
1620,MO,Texas
1621,MO,Vernon
1622,MO,Warren
1623,MO,Washington
1624,MO,Wayne
1625,MO,Webster
1626,MO,Worth
1627,MO,Wright
1628,MO,St. Louis
1629,MT,Montana
1630,MT,Beaverhead
1631,MT,Big Horn
1632,MT,Blaine
1633,MT,Broadwater
1634,MT,Carbon
1635,MT,Carter
1636,MT,Cascade
1637,MT,Chouteau
1638,MT,Custer
1639,MT,Daniels
1640,MT,Dawson
1641,MT,Deer Lodge
1642,MT,Fallon
1643,MT,Fergus
1644,MT,Flathead
1645,MT,Gallatin
1646,MT,Garfield
1647,MT,Glacier
1648,MT,Golden Valley
1649,MT,Granite
1650,MT,Hill
1651,MT,Jefferson
1652,MT,Judith Basin
1653,MT,Lake
1654,MT,Lewis and Clark
1655,MT,Liberty
1656,MT,Lincoln
1657,MT,McCone
1658,MT,Madison
1659,MT,Meagher
1660,MT,Mineral
1661,MT,Missoula
1662,MT,Musselshell
1663,MT,Park
1664,MT,Petroleum
1665,MT,Phillips
1666,MT,Pondera
1667,MT,Powder River
1668,MT,Powell
1669,MT,Prairie
1670,MT,Ravalli
1671,MT,Richland
1672,MT,Roosevelt
1673,MT,Rosebud
1674,MT,Sanders
1675,MT,Sheridan
1676,MT,Silver Bow
1677,MT,Stillwater
1678,MT,Sweet Grass
1679,MT,Teton
1680,MT,Toole
1681,MT,Treasure
1682,MT,Valley
1683,MT,Wheatland
1684,MT,Wibaux
1685,MT,Yellowstone
1686,NE,Nebraska
1687,NE,Adams
1688,NE,Antelope
1689,NE,Arthur
1690,NE,Banner
1691,NE,Blaine
1692,NE,Boone
1693,NE,Box Butte
1694,NE,Boyd
1695,NE,Brown
1696,NE,Buffalo
1697,NE,Burt
1698,NE,Butler
1699,NE,Cass
1700,NE,Cedar
1701,NE,Chase
1702,NE,Cherry
1703,NE,Cheyenne
1704,NE,Clay
1705,NE,Colfax
1706,NE,Cuming
1707,NE,Custer
1708,NE,Dakota
1709,NE,Dawes
1710,NE,Dawson
1711,NE,Deuel
1712,NE,Dixon
1713,NE,Dodge
1714,NE,Douglas
1715,NE,Dundy
1716,NE,Fillmore
1717,NE,Franklin
1718,NE,Frontier
1719,NE,Furnas
1720,NE,Gage
1721,NE,Garden
1722,NE,Garfield
1723,NE,Gosper
1724,NE,Grant
1725,NE,Greeley
1726,NE,Hall
1727,NE,Hamilton
1728,NE,Harlan
1729,NE,Hayes
1730,NE,Hitchcock
1731,NE,Holt
1732,NE,Hooker
1733,NE,Howard
1734,NE,Jefferson
1735,NE,Johnson
1736,NE,Kearney
1737,NE,Keith
1738,NE,Keya Paha
1739,NE,Kimball
1740,NE,Knox
1741,NE,Lancaster
1742,NE,Lincoln
1743,NE,Logan
1744,NE,Loup
1745,NE,McPherson
1746,NE,Madison
1747,NE,Merrick
1748,NE,Morrill
1749,NE,Nance
1750,NE,Nemaha
1751,NE,Nuckolls
1752,NE,Otoe
1753,NE,Pawnee
1754,NE,Perkins
1755,NE,Phelps
1756,NE,Pierce
1757,NE,Platte
1758,NE,Polk
1759,NE,Red Willow
1760,NE,Richardson
1761,NE,Rock
1762,NE,Saline
1763,NE,Sarpy
1764,NE,Saunders
1765,NE,Scotts Bluff
1766,NE,Seward
1767,NE,Sheridan
1768,NE,Sherman
1769,NE,Sioux
1770,NE,Stanton
1771,NE,Thayer
1772,NE,Thomas
1773,NE,Thurston
1774,NE,Valley
1775,NE,Washington
1776,NE,Wayne
1777,NE,Webster
1778,NE,Wheeler
1779,NE,York
1780,NV,Nevada
1781,NV,Churchill
1782,NV,Clark
1783,NV,Douglas
1784,NV,Elko
1785,NV,Esmeralda
1786,NV,Eureka
1787,NV,Humboldt
1788,NV,Lander
1789,NV,Lincoln
1790,NV,Lyon
1791,NV,Mineral
1792,NV,Nye
1793,NV,Pershing
1794,NV,Storey
1795,NV,Washoe
1796,NV,White Pine
1797,NV,Carson
1798,NH,New Hampshire
1799,NH,Belknap
1800,NH,Carroll
1801,NH,Cheshire
1802,NH,Coos
1803,NH,Grafton
1804,NH,Hillsborough
1805,NH,Merrimack
1806,NH,Rockingham
1807,NH,Strafford
1808,NH,Sullivan
1809,NJ,New Jersey
1810,NJ,Atlantic
1811,NJ,Bergen
1812,NJ,Burlington
1813,NJ,Camden
1814,NJ,Cape May
1815,NJ,Cumberland
1816,NJ,Essex
1817,NJ,Gloucester
1818,NJ,Hudson
1819,NJ,Hunterdon
1820,NJ,Mercer
1821,NJ,Middlesex
1822,NJ,Monmouth
1823,NJ,Morris
1824,NJ,Ocean
1825,NJ,Passaic
1826,NJ,Salem
1827,NJ,Somerset
1828,NJ,Sussex
1829,NJ,Union
1830,NJ,Warren
1831,NM,New Mexico
1832,NM,Bernalillo
1833,NM,Catron
1834,NM,Chaves
1835,NM,Cibola
1836,NM,Colfax
1837,NM,Curry
1838,NM,De Baca
1839,NM,Doña Ana
1840,NM,Eddy
1841,NM,Grant
1842,NM,Guadalupe
1843,NM,Harding
1844,NM,Hidalgo
1845,NM,Lea
1846,NM,Lincoln
1847,NM,Los Alamos
1848,NM,Luna
1849,NM,McKinley
1850,NM,Mora
1851,NM,Otero
1852,NM,Quay
1853,NM,Rio Arriba
1854,NM,Roosevelt
1855,NM,Sandoval
1856,NM,San Juan
1857,NM,San Miguel
1858,NM,Santa Fe
1859,NM,Sierra
1860,NM,Socorro
1861,NM,Taos
1862,NM,Torrance
1863,NM,Union
1864,NM,Valencia
1865,NY,New York
1866,NY,Albany
1867,NY,Allegany
1868,NY,Bronx
1869,NY,Broome
1870,NY,Cattaraugus
1871,NY,Cayuga
1872,NY,Chautauqua
1873,NY,Chemung
1874,NY,Chenango
1875,NY,Clinton
1876,NY,Columbia
1877,NY,Cortland
1878,NY,Delaware
1879,NY,Dutchess
1880,NY,Erie
1881,NY,Essex
1882,NY,Franklin
1883,NY,Fulton
1884,NY,Genesee
1885,NY,Greene
1886,NY,Hamilton
1887,NY,Herkimer
1888,NY,Jefferson
1889,NY,Kings
1890,NY,Lewis
1891,NY,Livingston
1892,NY,Madison
1893,NY,Monroe
1894,NY,Montgomery
1895,NY,Nassau
1896,NY,New York
1897,NY,Niagara
1898,NY,Oneida
1899,NY,Onondaga
1900,NY,Ontario
1901,NY,Orange
1902,NY,Orleans
1903,NY,Oswego
1904,NY,Otsego
1905,NY,Putnam
1906,NY,Queens
1907,NY,Rensselaer
1908,NY,Richmond
1909,NY,Rockland
1910,NY,St. Lawrence
1911,NY,Saratoga
1912,NY,Schenectady
1913,NY,Schoharie
1914,NY,Schuyler
1915,NY,Seneca
1916,NY,Steuben
1917,NY,Suffolk
1918,NY,Sullivan
1919,NY,Tioga
1920,NY,Tompkins
1921,NY,Ulster
1922,NY,Warren
1923,NY,Washington
1924,NY,Wayne
1925,NY,Westchester
1926,NY,Wyoming
1927,NY,Yates
1928,NC,North Carolina
1929,NC,Alamance
1930,NC,Alexander
1931,NC,Alleghany
1932,NC,Anson
1933,NC,Ashe
1934,NC,Avery
1935,NC,Beaufort
1936,NC,Bertie
1937,NC,Bladen
1938,NC,Brunswick
1939,NC,Buncombe
1940,NC,Burke
1941,NC,Cabarrus
1942,NC,Caldwell
1943,NC,Camden
1944,NC,Carteret
1945,NC,Caswell
1946,NC,Catawba
1947,NC,Chatham
1948,NC,Cherokee
1949,NC,Chowan
1950,NC,Clay
1951,NC,Cleveland
1952,NC,Columbus
1953,NC,Craven
1954,NC,Cumberland
1955,NC,Currituck
1956,NC,Dare
1957,NC,Davidson
1958,NC,Davie
1959,NC,Duplin
1960,NC,Durham
1961,NC,Edgecombe
1962,NC,Forsyth
1963,NC,Franklin
1964,NC,Gaston
1965,NC,Gates
1966,NC,Graham
1967,NC,Granville
1968,NC,Greene
1969,NC,Guilford
1970,NC,Halifax
1971,NC,Harnett
1972,NC,Haywood
1973,NC,Henderson
1974,NC,Hertford
1975,NC,Hoke
1976,NC,Hyde
1977,NC,Iredell
1978,NC,Jackson
1979,NC,Johnston
1980,NC,Jones
1981,NC,Lee
1982,NC,Lenoir
1983,NC,Lincoln
1984,NC,McDowell
1985,NC,Macon
1986,NC,Madison
1987,NC,Martin
1988,NC,Mecklenburg
1989,NC,Mitchell
1990,NC,Montgomery
1991,NC,Moore
1992,NC,Nash
1993,NC,New Hanover
1994,NC,Northampton
1995,NC,Onslow
1996,NC,Orange
1997,NC,Pamlico
1998,NC,Pasquotank
1999,NC,Pender
2000,NC,Perquimans
2001,NC,Person
2002,NC,Pitt
2003,NC,Polk
2004,NC,Randolph
2005,NC,Richmond
2006,NC,Robeson
2007,NC,Rockingham
2008,NC,Rowan
2009,NC,Rutherford
2010,NC,Sampson
2011,NC,Scotland
2012,NC,Stanly
2013,NC,Stokes
2014,NC,Surry
2015,NC,Swain
2016,NC,Transylvania
2017,NC,Tyrrell
2018,NC,Union
2019,NC,Vance
2020,NC,Wake
2021,NC,Warren
2022,NC,Washington
2023,NC,Watauga
2024,NC,Wayne
2025,NC,Wilkes
2026,NC,Wilson
2027,NC,Yadkin
2028,NC,Yancey
2029,ND,North Dakota
2030,ND,Adams
2031,ND,Barnes
2032,ND,Benson
2033,ND,Billings
2034,ND,Bottineau
2035,ND,Bowman
2036,ND,Burke
2037,ND,Burleigh
2038,ND,Cass
2039,ND,Cavalier
2040,ND,Dickey
2041,ND,Divide
2042,ND,Dunn
2043,ND,Eddy
2044,ND,Emmons
2045,ND,Foster
2046,ND,Golden Valley
2047,ND,Grand Forks
2048,ND,Grant
2049,ND,Griggs
2050,ND,Hettinger
2051,ND,Kidder
2052,ND,LaMoure
2053,ND,Logan
2054,ND,McHenry
2055,ND,McIntosh
2056,ND,McKenzie
2057,ND,McLean
2058,ND,Mercer
2059,ND,Morton
2060,ND,Mountrail
2061,ND,Nelson
2062,ND,Oliver
2063,ND,Pembina
2064,ND,Pierce
2065,ND,Ramsey
2066,ND,Ransom
2067,ND,Renville
2068,ND,Richland
2069,ND,Rolette
2070,ND,Sargent
2071,ND,Sheridan
2072,ND,Sioux
2073,ND,Slope
2074,ND,Stark
2075,ND,Steele
2076,ND,Stutsman
2077,ND,Towner
2078,ND,Traill
2079,ND,Walsh
2080,ND,Ward
2081,ND,Wells
2082,ND,Williams
2083,OH,Ohio
2084,OH,Adams
2085,OH,Allen
2086,OH,Ashland
2087,OH,Ashtabula
2088,OH,Athens
2089,OH,Auglaize
2090,OH,Belmont
2091,OH,Brown
2092,OH,Butler
2093,OH,Carroll
2094,OH,Champaign
2095,OH,Clark
2096,OH,Clermont
2097,OH,Clinton
2098,OH,Columbiana
2099,OH,Coshocton
2100,OH,Crawford
2101,OH,Cuyahoga
2102,OH,Darke
2103,OH,Defiance
2104,OH,Delaware
2105,OH,Erie
2106,OH,Fairfield
2107,OH,Fayette
2108,OH,Franklin
2109,OH,Fulton
2110,OH,Gallia
2111,OH,Geauga
2112,OH,Greene
2113,OH,Guernsey
2114,OH,Hamilton
2115,OH,Hancock
2116,OH,Hardin
2117,OH,Harrison
2118,OH,Henry
2119,OH,Highland
2120,OH,Hocking
2121,OH,Holmes
2122,OH,Huron
2123,OH,Jackson
2124,OH,Jefferson
2125,OH,Knox
2126,OH,Lake
2127,OH,Lawrence
2128,OH,Licking
2129,OH,Logan
2130,OH,Lorain
2131,OH,Lucas
2132,OH,Madison
2133,OH,Mahoning
2134,OH,Marion
2135,OH,Medina
2136,OH,Meigs
2137,OH,Mercer
2138,OH,Miami
2139,OH,Monroe
2140,OH,Montgomery
2141,OH,Morgan
2142,OH,Morrow
2143,OH,Muskingum
2144,OH,Noble
2145,OH,Ottawa
2146,OH,Paulding
2147,OH,Perry
2148,OH,Pickaway
2149,OH,Pike
2150,OH,Portage
2151,OH,Preble
2152,OH,Putnam
2153,OH,Richland
2154,OH,Ross
2155,OH,Sandusky
2156,OH,Scioto
2157,OH,Seneca
2158,OH,Shelby
2159,OH,Stark
2160,OH,Summit
2161,OH,Trumbull
2162,OH,Tuscarawas
2163,OH,Union
2164,OH,Van Wert
2165,OH,Vinton
2166,OH,Warren
2167,OH,Washington
2168,OH,Wayne
2169,OH,Williams
2170,OH,Wood
2171,OH,Wyandot
2172,OK,Oklahoma
2173,OK,Adair
2174,OK,Alfalfa
2175,OK,Atoka
2176,OK,Beaver
2177,OK,Beckham
2178,OK,Blaine
2179,OK,Bryan
2180,OK,Caddo
2181,OK,Canadian
2182,OK,Carter
2183,OK,Cherokee
2184,OK,Choctaw
2185,OK,Cimarron
2186,OK,Cleveland
2187,OK,Coal
2188,OK,Comanche
2189,OK,Cotton
2190,OK,Craig
2191,OK,Creek
2192,OK,Custer
2193,OK,Delaware
2194,OK,Dewey
2195,OK,Ellis
2196,OK,Garfield
2197,OK,Garvin
2198,OK,Grady
2199,OK,Grant
2200,OK,Greer
2201,OK,Harmon
2202,OK,Harper
2203,OK,Haskell
2204,OK,Hughes
2205,OK,Jackson
2206,OK,Jefferson
2207,OK,Johnston
2208,OK,Kay
2209,OK,Kingfisher
2210,OK,Kiowa
2211,OK,Latimer
2212,OK,Le Flore
2213,OK,Lincoln
2214,OK,Logan
2215,OK,Love
2216,OK,McClain
2217,OK,McCurtain
2218,OK,McIntosh
2219,OK,Major
2220,OK,Marshall
2221,OK,Mayes
2222,OK,Murray
2223,OK,Muskogee
2224,OK,Noble
2225,OK,Nowata
2226,OK,Okfuskee
2227,OK,Oklahoma
2228,OK,Okmulgee
2229,OK,Osage
2230,OK,Ottawa
2231,OK,Pawnee
2232,OK,Payne
2233,OK,Pittsburg
2234,OK,Pontotoc
2235,OK,Pottawatomie
2236,OK,Pushmataha
2237,OK,Roger Mills
2238,OK,Rogers
2239,OK,Seminole
2240,OK,Sequoyah
2241,OK,Stephens
2242,OK,Texas
2243,OK,Tillman
2244,OK,Tulsa
2245,OK,Wagoner
2246,OK,Washington
2247,OK,Washita
2248,OK,Woods
2249,OK,Woodward
2250,OR,Oregon
2251,OR,Baker
2252,OR,Benton
2253,OR,Clackamas
2254,OR,Clatsop
2255,OR,Columbia
2256,OR,Coos
2257,OR,Crook
2258,OR,Curry
2259,OR,Deschutes
2260,OR,Douglas
2261,OR,Gilliam
2262,OR,Grant
2263,OR,Harney
2264,OR,Hood River
2265,OR,Jackson
2266,OR,Jefferson
2267,OR,Josephine
2268,OR,Klamath
2269,OR,Lake
2270,OR,Lane
2271,OR,Lincoln
2272,OR,Linn
2273,OR,Malheur
2274,OR,Marion
2275,OR,Morrow
2276,OR,Multnomah
2277,OR,Polk
2278,OR,Sherman
2279,OR,Tillamook
2280,OR,Umatilla
2281,OR,Union
2282,OR,Wallowa
2283,OR,Wasco
2284,OR,Washington
2285,OR,Wheeler
2286,OR,Yamhill
2287,PA,Pennsylvania
2288,PA,Adams
2289,PA,Allegheny
2290,PA,Armstrong
2291,PA,Beaver
2292,PA,Bedford
2293,PA,Berks
2294,PA,Blair
2295,PA,Bradford
2296,PA,Bucks
2297,PA,Butler
2298,PA,Cambria
2299,PA,Cameron
2300,PA,Carbon
2301,PA,Centre
2302,PA,Chester
2303,PA,Clarion
2304,PA,Clearfield
2305,PA,Clinton
2306,PA,Columbia
2307,PA,Crawford
2308,PA,Cumberland
2309,PA,Dauphin
2310,PA,Delaware
2311,PA,Elk
2312,PA,Erie
2313,PA,Fayette
2314,PA,Forest
2315,PA,Franklin
2316,PA,Fulton
2317,PA,Greene
2318,PA,Huntingdon
2319,PA,Indiana
2320,PA,Jefferson
2321,PA,Juniata
2322,PA,Lackawanna
2323,PA,Lancaster
2324,PA,Lawrence
2325,PA,Lebanon
2326,PA,Lehigh
2327,PA,Luzerne
2328,PA,Lycoming
2329,PA,McKean
2330,PA,Mercer
2331,PA,Mifflin
2332,PA,Monroe
2333,PA,Montgomery
2334,PA,Montour
2335,PA,Northampton
2336,PA,Northumberland
2337,PA,Perry
2338,PA,Philadelphia
2339,PA,Pike
2340,PA,Potter
2341,PA,Schuylkill
2342,PA,Snyder
2343,PA,Somerset
2344,PA,Sullivan
2345,PA,Susquehanna
2346,PA,Tioga
2347,PA,Union
2348,PA,Venango
2349,PA,Warren
2350,PA,Washington
2351,PA,Wayne
2352,PA,Westmoreland
2353,PA,Wyoming
2354,PA,York
2355,RI,Rhode Island
2356,RI,Bristol
2357,RI,Kent
2358,RI,Newport
2359,RI,Providence
2360,RI,Washington
2361,SC,South Carolina
2362,SC,Abbeville
2363,SC,Aiken
2364,SC,Allendale
2365,SC,Anderson
2366,SC,Bamberg
2367,SC,Barnwell
2368,SC,Beaufort
2369,SC,Berkeley
2370,SC,Calhoun
2371,SC,Charleston
2372,SC,Cherokee
2373,SC,Chester
2374,SC,Chesterfield
2375,SC,Clarendon
2376,SC,Colleton
2377,SC,Darlington
2378,SC,Dillon
2379,SC,Dorchester
2380,SC,Edgefield
2381,SC,Fairfield
2382,SC,Florence
2383,SC,Georgetown
2384,SC,Greenville
2385,SC,Greenwood
2386,SC,Hampton
2387,SC,Horry
2388,SC,Jasper
2389,SC,Kershaw
2390,SC,Lancaster
2391,SC,Laurens
2392,SC,Lee
2393,SC,Lexington
2394,SC,McCormick
2395,SC,Marion
2396,SC,Marlboro
2397,SC,Newberry
2398,SC,Oconee
2399,SC,Orangeburg
2400,SC,Pickens
2401,SC,Richland
2402,SC,Saluda
2403,SC,Spartanburg
2404,SC,Sumter
2405,SC,Union
2406,SC,Williamsburg
2407,SC,York
2408,SD,South Dakota
2409,SD,Aurora
2410,SD,Beadle
2411,SD,Bennett
2412,SD,Bon Homme
2413,SD,Brookings
2414,SD,Brown
2415,SD,Brule
2416,SD,Buffalo
2417,SD,Butte
2418,SD,Campbell
2419,SD,Charles Mix
2420,SD,Clark
2421,SD,Clay
2422,SD,Codington
2423,SD,Corson
2424,SD,Custer
2425,SD,Davison
2426,SD,Day
2427,SD,Deuel
2428,SD,Dewey
2429,SD,Douglas
2430,SD,Edmunds
2431,SD,Fall River
2432,SD,Faulk
2433,SD,Grant
2434,SD,Gregory
2435,SD,Haakon
2436,SD,Hamlin
2437,SD,Hand
2438,SD,Hanson
2439,SD,Harding
2440,SD,Hughes
2441,SD,Hutchinson
2442,SD,Hyde
2443,SD,Jackson
2444,SD,Jerauld
2445,SD,Jones
2446,SD,Kingsbury
2447,SD,Lake
2448,SD,Lawrence
2449,SD,Lincoln
2450,SD,Lyman
2451,SD,McCook
2452,SD,McPherson
2453,SD,Marshall
2454,SD,Meade
2455,SD,Mellette
2456,SD,Miner
2457,SD,Minnehaha
2458,SD,Moody
2459,SD,Oglala Lakota
2460,SD,Pennington
2461,SD,Perkins
2462,SD,Potter
2463,SD,Roberts
2464,SD,Sanborn
2465,SD,Spink
2466,SD,Stanley
2467,SD,Sully
2468,SD,Todd
2469,SD,Tripp
2470,SD,Turner
2471,SD,Union
2472,SD,Walworth
2473,SD,Yankton
2474,SD,Ziebach
2475,TN,Tennessee
2476,TN,Anderson
2477,TN,Bedford
2478,TN,Benton
2479,TN,Bledsoe
2480,TN,Blount
2481,TN,Bradley
2482,TN,Campbell
2483,TN,Cannon
2484,TN,Carroll
2485,TN,Carter
2486,TN,Cheatham
2487,TN,Chester
2488,TN,Claiborne
2489,TN,Clay
2490,TN,Cocke
2491,TN,Coffee
2492,TN,Crockett
2493,TN,Cumberland
2494,TN,Davidson
2495,TN,Decatur
2496,TN,DeKalb
2497,TN,Dickson
2498,TN,Dyer
2499,TN,Fayette
2500,TN,Fentress
2501,TN,Franklin
2502,TN,Gibson
2503,TN,Giles
2504,TN,Grainger
2505,TN,Greene
2506,TN,Grundy
2507,TN,Hamblen
2508,TN,Hamilton
2509,TN,Hancock
2510,TN,Hardeman
2511,TN,Hardin
2512,TN,Hawkins
2513,TN,Haywood
2514,TN,Henderson
2515,TN,Henry
2516,TN,Hickman
2517,TN,Houston
2518,TN,Humphreys
2519,TN,Jackson
2520,TN,Jefferson
2521,TN,Johnson
2522,TN,Knox
2523,TN,Lake
2524,TN,Lauderdale
2525,TN,Lawrence
2526,TN,Lewis
2527,TN,Lincoln
2528,TN,Loudon
2529,TN,McMinn
2530,TN,McNairy
2531,TN,Macon
2532,TN,Madison
2533,TN,Marion
2534,TN,Marshall
2535,TN,Maury
2536,TN,Meigs
2537,TN,Monroe
2538,TN,Montgomery
2539,TN,Moore
2540,TN,Morgan
2541,TN,Obion
2542,TN,Overton
2543,TN,Perry
2544,TN,Pickett
2545,TN,Polk
2546,TN,Putnam
2547,TN,Rhea
2548,TN,Roane
2549,TN,Robertson
2550,TN,Rutherford
2551,TN,Scott
2552,TN,Sequatchie
2553,TN,Sevier
2554,TN,Shelby
2555,TN,Smith
2556,TN,Stewart
2557,TN,Sullivan
2558,TN,Sumner
2559,TN,Tipton
2560,TN,Trousdale
2561,TN,Unicoi
2562,TN,Union
2563,TN,Van Buren
2564,TN,Warren
2565,TN,Washington
2566,TN,Wayne
2567,TN,Weakley
2568,TN,White
2569,TN,Williamson
2570,TN,Wilson
2571,TX,Texas
2572,TX,Anderson
2573,TX,Andrews
2574,TX,Angelina
2575,TX,Aransas
2576,TX,Archer
2577,TX,Armstrong
2578,TX,Atascosa
2579,TX,Austin
2580,TX,Bailey
2581,TX,Bandera
2582,TX,Bastrop
2583,TX,Baylor
2584,TX,Bee
2585,TX,Bell
2586,TX,Bexar
2587,TX,Blanco
2588,TX,Borden
2589,TX,Bosque
2590,TX,Bowie
2591,TX,Brazoria
2592,TX,Brazos
2593,TX,Brewster
2594,TX,Briscoe
2595,TX,Brooks
2596,TX,Brown
2597,TX,Burleson
2598,TX,Burnet
2599,TX,Caldwell
